Date,Open,High,Low,Close,Volume
2010-09-30,9554.830078,9566.839844,9369.349609,9369.349609,145800
2010-10-01,9440.519531,9470.360352,9358.620117,9404.230469,163200
2010-10-04,9410.919922,9508.360352,9358.820313,9381.059570,161200
2010-10-05,9337.429688,9538.349609,9332.190430,9518.759766,193800
2010-10-06,9588.469727,9693.740234,9567.000000,9691.429688,234300
2010-10-07,9661.089844,9716.919922,9649.169922,9684.809570,171200
2010-10-08,9675.589844,9675.589844,9588.879883,9588.879883,147900
2010-10-12,9648.589844,9650.200195,9387.730469,9388.639648,140700
2010-10-13,9473.780273,9510.190430,9393.519531,9403.509766,144000
2010-10-14,9515.169922,9614.440430,9481.509766,9583.509766,171000
2010-10-15,9551.209961,9553.570313,9478.639648,9500.250000,143800
2010-10-18,9517.679688,9564.849609,9471.480469,9498.490234,104800
2010-10-19,9490.089844,9575.139648,9489.679688,9539.450195,118500
2010-10-20,9399.650391,9402.049805,9316.969727,9381.599609,138400
2010-10-21,9443.950195,9479.250000,9326.780273,9376.480469,131500
2010-10-22,9404.089844,9457.620117,9390.139648,9426.709961,108500
2010-10-25,9424.440430,9460.700195,9392.679688,9401.160156,98000
2010-10-26,9386.549805,9455.040039,9362.129883,9377.379883,107300
2010-10-27,9436.009766,9453.790039,9329.860352,9387.030273,130200
2010-10-28,9368.610352,9413.679688,9350.440430,9366.030273,146800
2010-10-29,9327.250000,9337.919922,9179.150391,9202.450195,166900
2010-11-01,9166.849609,9258.320313,9134.469727,9154.719727,125400
2010-11-02,9140.280273,9172.030273,9123.620117,9159.980469,115200
2010-11-04,9282.790039,9377.759766,9276.709961,9358.780273,133100
2010-11-05,9500.599609,9680.679688,9497.450195,9625.990234,160900
2010-11-08,9699.790039,9737.009766,9677.870117,9732.919922,118200
2010-11-09,9667.440430,9726.599609,9659.860352,9694.490234,122100
2010-11-10,9748.610352,9842.900391,9747.030273,9830.519531,168800
2010-11-11,9878.110352,9885.370117,9834.820313,9861.459961,139600
2010-11-12,9810.299805,9851.419922,9724.809570,9724.809570,129400
2010-11-15,9782.110352,9830.589844,9744.990234,9827.509766,128500
2010-11-16,9892.820313,9908.299805,9774.120117,9797.099609,133300
2010-11-17,9693.209961,9817.370117,9693.209961,9811.660156,112600
2010-11-18,9820.599609,10013.629883,9798.559570,10013.629883,188900
2010-11-19,10124.839844,10130.230469,10019.080078,10022.389648,160800
2010-11-22,10133.480469,10157.969727,10091.990234,10115.190430,121800
2010-11-24,9942.540039,10064.309570,9904.919922,10030.110352,150100
2010-11-25,10117.849609,10123.269531,10038.790039,10079.759766,133800
2010-11-26,10078.089844,10134.639648,10039.559570,10039.559570,115800
2010-11-29,10075.660156,10149.940430,10044.009766,10125.990234,124800
2010-11-30,10070.309570,10101.419922,9937.040039,9937.040039,153300
2010-12-01,9939.799805,9988.049805,9918.549805,9988.049805,122600
2010-12-02,10151.150391,10187.589844,10143.080078,10168.519531,131400
2010-12-03,10231.780273,10254.000000,10154.990234,10178.320313,107700
2010-12-06,10175.230469,10179.820313,10143.580078,10167.230469,95300
2010-12-07,10152.919922,10167.099609,10094.410156,10141.099609,114800
2010-12-08,10200.160156,10258.900391,10184.320313,10232.330078,126600
2010-12-09,10277.870117,10298.250000,10240.110352,10285.879883,153400
2010-12-10,10373.700195,10373.700195,10194.269531,10211.950195,240700
2010-12-13,10212.519531,10293.889648,10199.730469,10293.889648,145300
2010-12-14,10272.700195,10319.240234,10267.219727,10316.769531,170500
2010-12-15,10338.139648,10340.690430,10282.849609,10309.780273,137400
2010-12-16,10297.549805,10347.389648,10282.540039,10311.290039,140800
2010-12-17,10307.169922,10327.419922,10280.799805,10303.830078,140400
2010-12-20,10296.549805,10301.150391,10182.740234,10216.410156,113600
2010-12-21,10277.139648,10372.509766,10266.290039,10370.530273,113300
2010-12-22,10348.480469,10394.219727,10327.599609,10346.480469,142100
2010-12-24,10275.969727,10290.889648,10264.059570,10279.190430,86200
2010-12-27,10292.839844,10376.910156,10292.839844,10355.990234,83100
2010-12-28,10330.009766,10340.839844,10292.629883,10292.629883,77900
2010-12-29,10282.839844,10344.540039,10276.610352,10344.540039,87600
2010-12-30,10303.129883,10315.469727,10209.929688,10228.919922,107800
2011-01-04,10352.190430,10409.169922,10321.280273,10398.099609,114100
2011-01-05,10387.950195,10413.450195,10358.009766,10380.769531,114600
2011-01-06,10477.519531,10530.110352,10477.519531,10529.759766,166000
2011-01-07,10506.719727,10550.709961,10503.019531,10541.040039,161800
2011-01-11,10484.620117,10538.389648,10476.290039,10510.679688,138500
2011-01-12,10562.280273,10576.509766,10502.959961,10512.799805,170700
2011-01-13,10593.459961,10620.570313,10565.280273,10589.759766,160900
2011-01-14,10502.769531,10579.969727,10497.259766,10499.040039,170900
2011-01-17,10562.089844,10562.389648,10482.690430,10502.860352,126700
2011-01-18,10461.040039,10548.209961,10456.709961,10518.980469,126400
2011-01-19,10567.879883,10580.679688,10534.019531,10557.099609,138600
2011-01-20,10492.320313,10505.629883,10421.830078,10437.309570,132900
2011-01-21,10459.040039,10461.070313,10257.990234,10274.519531,183900
2011-01-24,10318.599609,10347.940430,10278.809570,10345.110352,134100
2011-01-25,10374.639648,10480.240234,10355.799805,10464.419922,142900
2011-01-26,10410.290039,10440.349609,10392.459961,10401.900391,111000
2011-01-27,10466.339844,10496.400391,10421.750000,10478.660156,145300
2011-01-28,10460.290039,10480.080078,10332.650391,10360.339844,150700
2011-01-31,10219.980469,10265.959961,10182.570313,10237.919922,146000
2011-02-01,10281.549805,10299.379883,10245.750000,10274.500000,149000
2011-02-02,10368.480469,10479.750000,10366.959961,10457.360352,180500
2011-02-03,10424.679688,10450.459961,10409.839844,10431.360352,150700
2011-02-04,10526.389648,10580.360352,10524.129883,10543.519531,200300
2011-02-07,10641.299805,10644.209961,10572.719727,10592.040039,162300
2011-02-08,10645.030273,10648.799805,10623.700195,10635.980469,150400
2011-02-09,10686.719727,10701.919922,10599.500000,10617.830078,165000
2011-02-10,10574.799805,10631.940430,10570.620117,10605.650391,145600
2011-02-14,10689.650391,10725.540039,10674.440430,10725.540039,140600
2011-02-15,10738.809570,10760.990234,10712.490234,10746.669922,142700
2011-02-16,10758.860352,10842.309570,10752.610352,10808.290039,189100
2011-02-17,10882.910156,10891.599609,10820.480469,10836.639648,173700
2011-02-18,10829.150391,10862.429688,10810.120117,10842.799805,151300
2011-02-21,10820.780273,10859.389648,10789.410156,10857.530273,136400
2011-02-22,10745.519531,10761.219727,10639.780273,10664.700195,178900
2011-02-23,10588.820313,10666.719727,10569.929688,10579.099609,182300
2011-02-24,10533.200195,10542.700195,10428.379883,10452.709961,184900
2011-02-25,10475.780273,10532.209961,10454.459961,10526.759766,154700
2011-02-28,10504.540039,10628.759766,10448.830078,10624.089844,186600
2011-03-01,10676.240234,10754.030273,10672.910156,10754.030273,156400
2011-03-02,10609.280273,10629.500000,10492.379883,10492.379883,153300
2011-03-03,10529.769531,10593.339844,10522.400391,10586.019531,122400
2011-03-04,10730.910156,10768.429688,10664.370117,10693.660156,148300
2011-03-07,10626.969727,10626.969727,10472.509766,10505.019531,149400
2011-03-08,10513.080078,10565.099609,10509.230469,10525.190430,150300
2011-03-09,10607.230469,10662.070313,10563.820313,10589.500000,131000
2011-03-10,10544.129883,10549.169922,10410.099609,10434.379883,131000
2011-03-11,10298.639648,10378.549805,10254.429688,10254.429688,236000
2011-03-14,10044.169922,10049.919922,9578.650391,9620.490234,349800
2011-03-15,9441.660156,9441.660156,8227.629883,8605.150391,415700
2011-03-16,8767.200195,9168.509766,8763.950195,9093.719727,372100
2011-03-17,8913.349609,9093.610352,8639.559570,8962.669922,312100
2011-03-18,9083.950195,9275.599609,9073.250000,9206.750000,245400
2011-03-22,9403.049805,9625.030273,9395.849609,9608.320313,252600
2011-03-23,9590.379883,9592.400391,9387.950195,9449.469727,265100
2011-03-24,9479.769531,9509.849609,9418.709961,9435.009766,200100
2011-03-25,9565.490234,9569.709961,9469.370117,9536.129883,203700
2011-03-28,9541.759766,9541.759766,9405.200195,9478.530273,192700
2011-03-29,9348.599609,9502.230469,9317.379883,9459.080078,200600
2011-03-30,9489.509766,9708.790039,9479.030273,9708.790039,217100
2011-03-31,9765.280273,9765.809570,9658.639648,9755.099609,187100
2011-04-01,9757.280273,9822.059570,9698.599609,9708.389648,191500
2011-04-04,9773.910156,9808.599609,9718.889648,9718.889648,171800
2011-04-05,9732.259766,9732.259766,9566.049805,9615.549805,182900
2011-04-06,9668.110352,9671.459961,9562.160156,9584.370117,203300
2011-04-07,9652.650391,9687.179688,9578.469727,9590.929688,165400
2011-04-08,9586.169922,9804.280273,9536.679688,9768.080078,215000
2011-04-11,9731.320313,9775.599609,9700.750000,9719.700195,147500
2011-04-12,9603.500000,9603.639648,9513.269531,9555.259766,169000
2011-04-13,9516.500000,9655.830078,9516.500000,9641.179688,157400
2011-04-14,9579.790039,9676.969727,9553.750000,9653.919922,153100
2011-04-15,9646.219727,9651.959961,9577.959961,9591.519531,147900
2011-04-18,9593.410156,9608.919922,9539.030273,9556.650391,110100
2011-04-19,9448.650391,9478.870117,9405.190430,9441.030273,131500
2011-04-20,9536.790039,9631.000000,9519.360352,9606.820313,125900
2011-04-21,9686.269531,9725.120117,9643.919922,9685.769531,118000
2011-04-22,9623.000000,9732.629883,9611.379883,9682.209961,126200
2011-04-25,9705.900391,9748.400391,9657.240234,9671.959961,100600
2011-04-26,9627.429688,9627.429688,9536.509766,9558.690430,100300
2011-04-27,9631.530273,9728.030273,9630.370117,9691.839844,115900
2011-04-28,9749.360352,9849.740234,9712.580078,9849.740234,158100
2011-05-02,9964.389648,10017.469727,9936.269531,10004.200195,127800
2011-05-06,9851.150391,9876.099609,9782.660156,9859.200195,132400
2011-05-09,9881.669922,9897.879883,9776.740234,9794.379883,110700
2011-05-10,9804.269531,9853.129883,9755.929688,9818.759766,131900
2011-05-11,9912.480469,9929.040039,9842.669922,9864.259766,141700
2011-05-12,9770.709961,9836.709961,9716.650391,9716.650391,144900
2011-05-13,9751.450195,9751.450195,9552.929688,9648.769531,212600
2011-05-16,9571.129883,9598.330078,9552.860352,9558.299805,126100
2011-05-17,9513.500000,9593.129883,9502.389648,9567.019531,136000
2011-05-18,9602.879883,9693.599609,9590.400391,9662.080078,132800
2011-05-19,9711.320313,9731.120117,9600.809570,9620.820313,117200
2011-05-20,9612.870117,9670.919922,9600.480469,9607.080078,120800
2011-05-23,9547.860352,9547.860352,9437.870117,9460.629883,131500
2011-05-24,9406.040039,9490.349609,9406.040039,9477.169922,115900
2011-05-25,9492.429688,9503.769531,9415.330078,9422.879883,116700
2011-05-26,9499.450195,9567.459961,9489.120117,9562.049805,117500
2011-05-27,9514.160156,9588.700195,9493.440430,9521.940430,108900
