<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20101222,5951.80,5991.90,5936.30,5983.50,527260000
20101223,5983.50,6000.50,5982.20,5996.10,314131600
20101224,5996.10,6008.90,5978.20,6008.90,66767000
20101229,6008.90,6021.50,5977.00,5996.40,329122200
20101230,5996.40,6009.80,5969.70,5971.00,252316600
20101231,5971.00,5985.70,5899.90,5899.90,197447000
20110104,5899.90,6049.50,5899.90,6013.90,950390600
20110105,6013.90,6043.90,5964.40,6043.90,887010400
20110106,6043.90,6090.50,6004.60,6019.50,843815800
20110107,6019.50,6023.70,5973.40,5984.30,780985000
20110110,5984.30,5984.30,5939.90,5956.30,662791000
20110111,5956.30,6035.90,5956.30,6014.00,862039200
20110112,6014.00,6050.70,6013.90,6050.70,1026864100
20110113,6050.70,6055.50,6005.50,6023.90,922876000
20110114,6023.90,6031.70,5948.50,6002.10,852945600
20110117,6002.10,6013.40,5975.60,5985.70,599575200
20110118,5985.70,6065.70,5985.50,6056.40,871181000
20110119,6056.40,6077.10,5974.80,5976.70,882393000
20110120,5976.70,5977.50,5867.30,5867.90,999116400
20110121,5867.90,5939.30,5867.90,5896.30,1161650500
20110124,5896.30,5960.50,5887.60,5943.90,920210800
20110125,5943.90,5964.70,5904.30,5917.70,1034224400
20110126,5917.70,6003.30,5917.70,5969.20,880021200
20110127,5969.20,5997.30,5950.70,5965.10,820596400
20110128,5965.10,5965.80,5877.90,5881.40,968312000
20110131,5881.40,5881.70,5815.40,5862.90,931414800
20110201,5862.90,5963.70,5862.90,5957.80,966826600
20110202,5957.80,6020.50,5957.80,6000.10,878318200
20110203,6000.10,6000.30,5951.80,5983.30,1036255400
